Code service CH|Reference document|1 Articles CGI|2 Articles CGI|3 Articles CGI|4 Articles CGI|5 Articles CGI|No disposition|Date mutation|Nature mutation|Valeur fonciere|No voie|B/T/Q|Type de voie|Code voie|Voie|Code postal|Commune|Code departement|Code commune|Prefixe de section|Section|No plan|No Volume|1er lot|Surface Carrez du 1er lot|2eme lot|Surface Carrez du 2eme lot|3eme lot|Surface Carrez du 3eme lot|4eme lot|Surface Carrez du 4eme lot|5eme lot|Surface Carrez du 5eme lot|Nombre de lots|Code type local|Type local|Identifiant local|Surface reelle bati|Nombre pieces principales|Nature culture|Nature culture speciale|Surface terrain
5914P01|2015P01940|1115*1|||||000001|01/01/2001|Vente|1,00|105||RUE|6924|DE LA PLAINE|59000|LILLE|59|350||OW|138||||||||||||0|3|Dépendance|851966|0|0|S||1581
5914P01|2015P01940|1115*1|||||000001|01/01/2001|Vente|1,00|105||RUE|6924|DE LA PLAINE|59000|LILLE|59|350||OW|138||||||||||||0|3|Dépendance|851969|0|0|S||1581
5914P01|2015P01940|1115*1|||||000001|01/01/2001|Vente|1,00|105||RUE|6924|DE LA PLAINE|59000|LILLE|59|350||OW|138||||||||||||0|3|Dépendance|852005|0|0|S||1581
5914P01|2015P01940|1115*1|||||000001|01/01/2001|Vente|1,00|105||RUE|6924|DE LA PLAINE|59000|LILLE|59|350||OW|138||||||||||||0|3|Dépendance|852275|0|0|S||1581
5914P01|2015P01940|1115*1|||||000001|01/01/2001|Vente|1,00|105||RUE|6924|DE LA PLAINE|59000|LILLE|59|350||OW|138||||||||||||0|3|Dépendance|851938|0|0|S||1581
5914P01|2015P01940|1115*1|||||000001|01/01/2001|Vente|1,00|105||RUE|6924|DE LA PLAINE|59000|LILLE|59|350||OW|138||||||||||||0|3|Dépendance|851945|0|0|S||1581
5914P01|2015P01940|1115*1|||||000001|01/01/2001|Vente|1,00|105||RUE|6924|DE LA PLAINE|59000|LILLE|59|350||OW|138||||||||||||0|3|Dépendance|851980|0|0|S||1581
5914P01|2015P01940|1115*1|||||000001|01/01/2001|Vente|1,00|105||RUE|6924|DE LA PLAINE|59000|LILLE|59|350||OW|138||||||||||||0|3|Dépendance|851986|0|0|S||1581
5914P01|2015P01940|1115*1|||||000001|01/01/2001|Vente|1,00|105||RUE|6924|DE LA PLAINE|59000|LILLE|59|350||OW|138||||||||||||0|3|Dépendance|852023|0|0|S||1581
5914P01|2015P01940|1115*1|||||000001|01/01/2001|Vente|1,00|105||RUE|6924|DE LA PLAINE|59000|LILLE|59|350||OW|138||||||||||||0|3|Dépendance|852031|0|0|S||1581
5914P01|2015P01940|1115*1|||||000001|01/01/2001|Vente|1,00|105||RUE|6924|DE LA PLAINE|59000|LILLE|59|350||OW|138||||||||||||0|3|Dépendance|852051|0|0|S||1581
5914P01|2015P01940|1115*1|||||000001|01/01/2001|Vente|1,00|105||RUE|6924|DE LA PLAINE|59000|LILLE|59|350||OW|138||||||||||||0|3|Dépendance|852296|0|0|S||1581
5914P01|2015P01940|1115*1|||||000001|01/01/2001|Vente|1,00|105||RUE|6924|DE LA PLAINE|59000|LILLE|59|350||OW|138||||||||||||0|3|Dépendance|851686|0|0|S||1581
5914P01|2015P01940|1115*1|||||000001|01/01/2001|Vente|1,00|105||RUE|6924|DE LA PLAINE|59000|LILLE|59|350||OW|138||||||||||||0|3|Dépendance|851968|0|0|S||1581
5914P01|2015P01940|1115*1|||||000001|01/01/2001|Vente|1,00|105||RUE|6924|DE LA PLAINE|59000|LILLE|59|350||OW|138||||||||||||0|3|Dépendance|851997|0|0|S||1581
5914P01|2015P01940|1115*1|||||000001|01/01/2001|Vente|1,00|105||RUE|6924|DE LA PLAINE|59000|LILLE|59|350||OW|138||||||||||||0|4|Local industriel. commercial ou assimilé|1045506|10|0|S||1581
5914P01|2015P01940|1115*1|||||000001|01/01/2001|Vente|1,00|105||RUE|6924|DE LA PLAINE|59000|LILLE|59|350||OW|138||||||||||||0|3|Dépendance|851976|0|0|S||1581
5914P01|2015P01940|1115*1|||||000001|01/01/2001|Vente|1,00|105||RUE|6924|DE LA PLAINE|59000|LILLE|59|350||OW|138||||||||||||0|3|Dépendance|852002|0|0|S||1581
5914P01|2015P01940|1115*1|||||000001|01/01/2001|Vente|1,00|105||RUE|6924|DE LA PLAINE|59000|LILLE|59|350||OW|138||||||||||||0|3|Dépendance|852024|0|0|S||1581
5914P01|2015P01940|1115*1|||||000001|01/01/2001|Vente|1,00|105||RUE|6924|DE LA PLAINE|59000|LILLE|59|350||OW|138||||||||||||0|1|Maison|862316|55|3|S||1581
5914P01|2015P01940|1115*1|||||000001|01/01/2001|Vente|1,00|105||RUE|6924|DE LA PLAINE|59000|LILLE|59|350||OW|138||||||||||||0|3|Dépendance|851962|0|0|S||1581
5914P01|2015P01940|1115*1|||||000001|01/01/2001|Vente|1,00|105||RUE|6924|DE LA PLAINE|59000|LILLE|59|350||OW|138||||||||||||0|3|Dépendance|852037|0|0|S||1581
5914P01|2015P01940|1115*1|||||000001|01/01/2001|Vente|1,00|105||RUE|6924|DE LA PLAINE|59000|LILLE|59|350||OW|138||||||||||||0|3|Dépendance|852053|0|0|S||1581
5914P01|2015P01940|1115*1|||||000001|01/01/2001|Vente|1,00|105||RUE|6924|DE LA PLAINE|59000|LILLE|59|350||OW|138||||||||||||0|3|Dépendance|852286|0|0|S||1581
5914P01|2015P01940|1115*1|||||000001|01/01/2001|Vente|1,00|105||RUE|6924|DE LA PLAINE|59000|LILLE|59|350||OW|138||||||||||||0|3|Dépendance|852290|0|0|S||1581
5914P01|2015P01940|1115*1|||||000001|01/01/2001|Vente|1,00|105||RUE|6924|DE LA PLAINE|59000|LILLE|59|350||OW|138||||||||||||0|4|Local industriel. commercial ou assimilé|1045503|10|0|S||1581
5914P01|2015P01940|1115*1|||||000001|01/01/2001|Vente|1,00|105||RUE|6924|DE LA PLAINE|59000|LILLE|59|350||OW|138||||||||||||0|3|Dépendance|851948|0|0|S||1581
5914P01|2015P01940|1115*1|||||000001|01/01/2001|Vente|1,00|105||RUE|6924|DE LA PLAINE|59000|LILLE|59|350||OW|138||||||||||||0|3|Dépendance|851984|0|0|S||1581
5914P01|2015P01940|1115*1|||||000001|01/01/2001|Vente|1,00|105||RUE|6924|DE LA PLAINE|59000|LILLE|59|350||OW|138||||||||||||0|3|Dépendance|852019|0|0|S||1581
5914P01|2015P01940|1115*1|||||000001|01/01/2001|Vente|1,00|105||RUE|6924|DE LA PLAINE|59000|LILLE|59|350||OW|138||||||||||||0|3|Dépendance|851949|0|0|S||1581
5914P01|2015P01940|1115*1|||||000001|01/01/2001|Vente|1,00|105||RUE|6924|DE LA PLAINE|59000|LILLE|59|350||OW|138||||||||||||0|3|Dépendance|852022|0|0|S||1581
5914P01|2015P01940|1115*1|||||000001|01/01/2001|Vente|1,00|105||RUE|6924|DE LA PLAINE|59000|LILLE|59|350||OW|138||||||||||||0|3|Dépendance|852025|0|0|S||1581
5914P01|2015P01940|1115*1|||||000001|01/01/2001|Vente|1,00|105||RUE|6924|DE LA PLAINE|59000|LILLE|59|350||OW|138||||||||||||0|3|Dépendance|852039|0|0|S||1581
5914P01|2015P01940|1115*1|||||000001|01/01/2001|Vente|1,00|105||RUE|6924|DE LA PLAINE|59000|LILLE|59|350||OW|138||||||||||||0|4|Local industriel. commercial ou assimilé|1045501|10|0|S||1581
5914P01|2015P01940|1115*1|||||000001|01/01/2001|Vente|1,00|105||RUE|6924|DE LA PLAINE|59000|LILLE|59|350||OW|138||||||||||||0|3|Dépendance|851978|0|0|S||1581
5914P01|2015P01940|1115*1|||||000001|01/01/2001|Vente|1,00|105||RUE|6924|DE LA PLAINE|59000|LILLE|59|350||OW|138||||||||||||0|3|Dépendance|851990|0|0|S||1581
5914P01|2015P01940|1115*1|||||000001|01/01/2001|Vente|1,00|105||RUE|6924|DE LA PLAINE|59000|LILLE|59|350||OW|138||||||||||||0|3|Dépendance|852011|0|0|S||1581
5914P01|2015P01940|1115*1|||||000001|01/01/2001|Vente|1,00|105||RUE|6924|DE LA PLAINE|59000|LILLE|59|350||OW|138||||||||||||0|3|Dépendance|852035|0|0|S||1581
5914P01|2015P01940|1115*1|||||000001|01/01/2001|Vente|1,00|105||RUE|6924|DE LA PLAINE|59000|LILLE|59|350||OW|138||||||||||||0|3|Dépendance|852062|0|0|S||1581
5914P01|2015P01940|1115*1|||||000001|01/01/2001|Vente|1,00|105||RUE|6924|DE LA PLAINE|59000|LILLE|59|350||OW|138||||||||||||0|3|Dépendance|852281|0|0|S||1581
5914P01|2015P01940|1115*1|||||000001|01/01/2001|Vente|1,00|105||RUE|6924|DE LA PLAINE|59000|LILLE|59|350||OW|138||||||||||||0|3|Dépendance|852287|0|0|S||1581
5914P01|2015P01940|1115*1|||||000001|01/01/2001|Vente|1,00|105||RUE|6924|DE LA PLAINE|59000|LILLE|59|350||OW|138||||||||||||0|3|Dépendance|862306|0|0|S||1581
5914P01|2015P01940|1115*1|||||000001|01/01/2001|Vente|1,00|105||RUE|6924|DE LA PLAINE|59000|LILLE|59|350||OW|138||||||||||||0|3|Dépendance|852058|0|0|S||1581
5914P01|2015P01940|1115*1|||||000001|01/01/2001|Vente|1,00|105||RUE|6924|DE LA PLAINE|59000|LILLE|59|350||OW|138||||||||||||0|3|Dépendance|852001|0|0|S||1581
5914P01|2015P01940|1115*1|||||000001|01/01/2001|Vente|1,00|105||RUE|6924|DE LA PLAINE|59000|LILLE|59|350||OW|138||||||||||||0|3|Dépendance|852014|0|0|S||1581
5914P01|2015P01940|1115*1|||||000001|01/01/2001|Vente|1,00|105||RUE|6924|DE LA PLAINE|59000|LILLE|59|350||OW|138||||||||||||0|3|Dépendance|852278|0|0|S||1581
5914P01|2015P01940|1115*1|||||000001|01/01/2001|Vente|1,00|105||RUE|6924|DE LA PLAINE|59000|LILLE|59|350||OW|138||||||||||||0|3|Dépendance|851952|0|0|S||1581
5914P01|2015P01940|1115*1|||||000001|01/01/2001|Vente|1,00|105||RUE|6924|DE LA PLAINE|59000|LILLE|59|350||OW|138||||||||||||0|3|Dépendance|852015|0|0|S||1581
5914P01|2015P01940|1115*1|||||000001|01/01/2001|Vente|1,00|105||RUE|6924|DE LA PLAINE|59000|LILLE|59|350||OW|138||||||||||||0|3|Dépendance|852038|0|0|S||1581
5914P01|2015P01940|1115*1|||||000001|01/01/2001|Vente|1,00|105||RUE|6924|DE LA PLAINE|59000|LILLE|59|350||OW|138||||||||||||0|3|Dépendance|852046|0|0|S||1581
5914P01|2015P01940|1115*1|||||000001|01/01/2001|Vente|1,00|105||RUE|6924|DE LA PLAINE|59000|LILLE|59|350||OW|138||||||||||||0|3|Dépendance|852277|0|0|S||1581
5914P01|2015P01940|1115*1|||||000001|01/01/2001|Vente|1,00|105||RUE|6924|DE LA PLAINE|59000|LILLE|59|350||OW|138||||||||||||0|3|Dépendance|852292|0|0|S||1581
5914P01|2015P01940|1115*1|||||000001|01/01/2001|Vente|1,00|105||RUE|6924|DE LA PLAINE|59000|LILLE|59|350||OW|138||||||||||||0|4|Local industriel. commercial ou assimilé|1133634|0|0|S||1581
5914P01|2015P01940|1115*1|||||000001|01/01/2001|Vente|1,00|105||RUE|6924|DE LA PLAINE|59000|LILLE|59|350||OW|138||||||||||||0|3|Dépendance|851955|0|0|S||1581
5914P01|2015P01940|1115*1|||||000001|01/01/2001|Vente|1,00|105||RUE|6924|DE LA PLAINE|59000|LILLE|59|350||OW|138||||||||||||0|3|Dépendance|851958|0|0|S||1581
5914P01|2015P01940|1115*1|||||000001|01/01/2001|Vente|1,00|105||RUE|6924|DE LA PLAINE|59000|LILLE|59|350||OW|138||||||||||||0|3|Dépendance|851961|0|0|S||1581
5914P01|2015P01940|1115*1|||||000001|01/01/2001|Vente|1,00|105||RUE|6924|DE LA PLAINE|59000|LILLE|59|350||OW|138||||||||||||0|3|Dépendance|851991|0|0|S||1581
5914P01|2015P01940|1115*1|||||000001|01/01/2001|Vente|1,00|105||RUE|6924|DE LA PLAINE|59000|LILLE|59|350||OW|138||||||||||||0|3|Dépendance|852013|0|0|S||1581
5914P01|2015P01940|1115*1|||||000001|01/01/2001|Vente|1,00|105||RUE|6924|DE LA PLAINE|59000|LILLE|59|350||OW|138||||||||||||0|3|Dépendance|852018|0|0|S||1581
5914P01|2015P01940|1115*1|||||000001|01/01/2001|Vente|1,00|105||RUE|6924|DE LA PLAINE|59000|LILLE|59|350||OW|138||||||||||||0|3|Dépendance|852057|0|0|S||1581
5914P01|2015P01940|1115*1|||||000001|01/01/2001|Vente|1,00|105||RUE|6924|DE LA PLAINE|59000|LILLE|59|350||OW|138||||||||||||0|4|Local industriel. commercial ou assimilé|1133633|0|0|S||1581
5914P01|2015P01940|1115*1|||||000001|01/01/2001|Vente|1,00|105||RUE|6924|DE LA PLAINE|59000|LILLE|59|350||OW|138||||||||||||0|3|Dépendance|851937|0|0|S||1581
5914P01|2015P01940|1115*1|||||000001|01/01/2001|Vente|1,00|105||RUE|6924|DE LA PLAINE|59000|LILLE|59|350||OW|138||||||||||||0|3|Dépendance|851946|0|0|S||1581
5914P01|2015P01940|1115*1|||||000001|01/01/2001|Vente|1,00|105||RUE|6924|DE LA PLAINE|59000|LILLE|59|350||OW|138||||||||||||0|3|Dépendance|851954|0|0|S||1581
5914P01|2015P01940|1115*1|||||000001|01/01/2001|Vente|1,00|105||RUE|6924|DE LA PLAINE|59000|LILLE|59|350||OW|138||||||||||||0|3|Dépendance|851992|0|0|S||1581
5914P01|2015P01940|1115*1|||||000001|01/01/2001|Vente|1,00|105||RUE|6924|DE LA PLAINE|59000|LILLE|59|350||OW|138||||||||||||0|3|Dépendance|851996|0|0|S||1581
5914P01|2015P01940|1115*1|||||000001|01/01/2001|Vente|1,00|105||RUE|6924|DE LA PLAINE|59000|LILLE|59|350||OW|138||||||||||||0|3|Dépendance|852009|0|0|S||1581
5914P01|2015P01940|1115*1|||||000001|01/01/2001|Vente|1,00|105||RUE|6924|DE LA PLAINE|59000|LILLE|59|350||OW|138||||||||||||0|3|Dépendance|852285|0|0|S||1581
5914P01|2015P01940|1115*1|||||000001|01/01/2001|Vente|1,00|105||RUE|6924|DE LA PLAINE|59000|LILLE|59|350||OW|138||||||||||||0|3|Dépendance|852021|0|0|S||1581
5914P01|2015P01940|1115*1|||||000001|01/01/2001|Vente|1,00|105||RUE|6924|DE LA PLAINE|59000|LILLE|59|350||OW|138||||||||||||0|3|Dépendance|852050|0|0|S||1581
5914P01|2015P01940|1115*1|||||000001|01/01/2001|Vente|1,00|105||RUE|6924|DE LA PLAINE|59000|LILLE|59|350||OW|138||||||||||||0|3|Dépendance|851956|0|0|S||1581
5914P01|2015P01940|1115*1|||||000001|01/01/2001|Vente|1,00|105||RUE|6924|DE LA PLAINE|59000|LILLE|59|350||OW|138||||||||||||0|3|Dépendance|851965|0|0|S||1581
5914P01|2015P01940|1115*1|||||000001|01/01/2001|Vente|1,00|105||RUE|6924|DE LA PLAINE|59000|LILLE|59|350||OW|138||||||||||||0|3|Dépendance|851972|0|0|S||1581
5914P01|2015P01940|1115*1|||||000001|01/01/2001|Vente|1,00|105||RUE|6924|DE LA PLAINE|59000|LILLE|59|350||OW|138||||||||||||0|3|Dépendance|851974|0|0|S||1581
5914P01|2015P01940|1115*1|||||000001|01/01/2001|Vente|1,00|105||RUE|6924|DE LA PLAINE|59000|LILLE|59|350||OW|138||||||||||||0|3|Dépendance|851982|0|0|S||1581
5914P01|2015P01940|1115*1|||||000001|01/01/2001|Vente|1,00|105||RUE|6924|DE LA PLAINE|59000|LILLE|59|350||OW|138||||||||||||0|3|Dépendance|852030|0|0|S||1581
5914P01|2015P01940|1115*1|||||000001|01/01/2001|Vente|1,00|105||RUE|6924|DE LA PLAINE|59000|LILLE|59|350||OW|138||||||||||||0|3|Dépendance|851977|0|0|S||1581
5914P01|2015P01940|1115*1|||||000001|01/01/2001|Vente|1,00|105||RUE|6924|DE LA PLAINE|59000|LILLE|59|350||OW|138||||||||||||0|3|Dépendance|852032|0|0|S||1581
5914P01|2015P01940|1115*1|||||000001|01/01/2001|Vente|1,00|105||RUE|6924|DE LA PLAINE|59000|LILLE|59|350||OW|138||||||||||||0|3|Dépendance|852041|0|0|S||1581
5914P01|2015P01940|1115*1|||||000001|01/01/2001|Vente|1,00|105||RUE|6924|DE LA PLAINE|59000|LILLE|59|350||OW|138||||||||||||0|3|Dépendance|852280|0|0|S||1581
5914P01|2015P01940|1115*1|||||000001|01/01/2001|Vente|1,00|105||RUE|6924|DE LA PLAINE|59000|LILLE|59|350||OW|138||||||||||||0|3|Dépendance|851942|0|0|S||1581
5914P01|2015P01940|1115*1|||||000001|01/01/2001|Vente|1,00|105||RUE|6924|DE LA PLAINE|59000|LILLE|59|350||OW|138||||||||||||0|3|Dépendance|851964|0|0|S||1581
5914P01|2015P01940|1115*1|||||000001|01/01/2001|Vente|1,00|105||RUE|6924|DE LA PLAINE|59000|LILLE|59|350||OW|138||||||||||||0|3|Dépendance|851967|0|0|S||1581
5914P01|2015P01940|1115*1|||||000001|01/01/2001|Vente|1,00|105||RUE|6924|DE LA PLAINE|59000|LILLE|59|350||OW|138||||||||||||0|3|Dépendance|851993|0|0|S||1581
5914P01|2015P01940|1115*1|||||000001|01/01/2001|Vente|1,00|105||RUE|6924|DE LA PLAINE|59000|LILLE|59|350||OW|138||||||||||||0|3|Dépendance|852060|0|0|S||1581
5914P01|2015P01940|1115*1|||||000001|01/01/2001|Vente|1,00|105||RUE|6924|DE LA PLAINE|59000|LILLE|59|350||OW|138||||||||||||0|3|Dépendance|852295|0|0|S||1581
5914P01|2015P01940|1115*1|||||000001|01/01/2001|Vente|1,00|105||RUE|6924|DE LA PLAINE|59000|LILLE|59|350||OW|138||||||||||||0|3|Dépendance|852279|0|0|S||1581
5914P01|2015P01940|1115*1|||||000001|01/01/2001|Vente|1,00|105||RUE|6924|DE LA PLAINE|59000|LILLE|59|350||OW|138||||||||||||0|3|Dépendance|852293|0|0|S||1581
5914P01|2015P01940|1115*1|||||000001|01/01/2001|Vente|1,00|105||RUE|6924|DE LA PLAINE|59000|LILLE|59|350||OW|138||||||||||||0|3|Dépendance|852294|0|0|S||1581
5914P01|2015P01940|1115*1|||||000001|01/01/2001|Vente|1,00|105||RUE|6924|DE LA PLAINE|59000|LILLE|59|350||OW|138||||||||||||0|4|Local industriel. commercial ou assimilé|1045505|10|0|S||1581
5914P01|2015P01940|1115*1|||||000001|01/01/2001|Vente|1,00|105||RUE|6924|DE LA PLAINE|59000|LILLE|59|350||OW|138||||||||||||0|3|Dépendance|852000|0|0|S||1581
5914P01|2015P01940|1115*1|||||000001|01/01/2001|Vente|1,00|105||RUE|6924|DE LA PLAINE|59000|LILLE|59|350||OW|138||||||||||||0|3|Dépendance|851983|0|0|S||1581
5914P01|2015P01940|1115*1|||||000001|01/01/2001|Vente|1,00|105||RUE|6924|DE LA PLAINE|59000|LILLE|59|350||OW|138||||||||||||0|3|Dépendance|852044|0|0|S||1581
5914P01|2015P01940|1115*1|||||000001|01/01/2001|Vente|1,00|105||RUE|6924|DE LA PLAINE|59000|LILLE|59|350||OW|138||||||||||||0|3|Dépendance|851979|0|0|S||1581
5914P01|2015P01940|1115*1|||||000001|01/01/2001|Vente|1,00|105||RUE|6924|DE LA PLAINE|59000|LILLE|59|350||OW|138||||||||||||0|3|Dépendance|852054|0|0|S||1581
5914P01|2015P01940|1115*1|||||000001|01/01/2001|Vente|1,00|105||RUE|6924|DE LA PLAINE|59000|LILLE|59|350||OW|138||||||||||||0|3|Dépendance|851970|0|0|S||1581
5914P01|2015P01940|1115*1|||||000001|01/01/2001|Vente|1,00|105||RUE|6924|DE LA PLAINE|59000|LILLE|59|350||OW|138||||||||||||0|3|Dépendance|851981|0|0|S||1581
5914P01|2015P01940|1115*1|||||000001|01/01/2001|Vente|1,00|105||RUE|6924|DE LA PLAINE|59000|LILLE|59|350||OW|138||||||||||||0|3|Dépendance|852016|0|0|S||1581
5914P01|2015P01940|1115*1|||||000001|01/01/2001|Vente|1,00|105||RUE|6924|DE LA PLAINE|59000|LILLE|59|350||OW|138||||||||||||0|3|Dépendance|852036|0|0|S||1581
5914P01|2015P01940|1115*1|||||000001|01/01/2001|Vente|1,00|105||RUE|6924|DE LA PLAINE|59000|LILLE|59|350||OW|138||||||||||||0|3|Dépendance|852282|0|0|S||1581
5914P01|2015P01940|1115*1|||||000001|01/01/2001|Vente|1,00|105||RUE|6924|DE LA PLAINE|59000|LILLE|59|350||OW|138||||||||||||0|3|Dépendance|852284|0|0|S||1581
5914P01|2015P01940|1115*1|||||000001|01/01/2001|Vente|1,00|105||RUE|6924|DE LA PLAINE|59000|LILLE|59|350||OW|138||||||||||||0|3|Dépendance|852289|0|0|S||1581
5914P01|2015P01940|1115*1|||||000001|01/01/2001|Vente|1,00|105||RUE|6924|DE LA PLAINE|59000|LILLE|59|350||OW|138||||||||||||0|3|Dépendance|851953|0|0|S||1581
5914P01|2015P01940|1115*1|||||000001|01/01/2001|Vente|1,00|105||RUE|6924|DE LA PLAINE|59000|LILLE|59|350||OW|138||||||||||||0|3|Dépendance|851995|0|0|S||1581
5914P01|2015P01940|1115*1|||||000001|01/01/2001|Vente|1,00|105||RUE|6924|DE LA PLAINE|59000|LILLE|59|350||OW|138||||||||||||0|3|Dépendance|852004|0|0|S||1581
5914P01|2015P01940|1115*1|||||000001|01/01/2001|Vente|1,00|105||RUE|6924|DE LA PLAINE|59000|LILLE|59|350||OW|138||||||||||||0|3|Dépendance|852056|0|0|S||1581
5914P01|2015P01940|1115*1|||||000001|01/01/2001|Vente|1,00|105||RUE|6924|DE LA PLAINE|59000|LILLE|59|350||OW|138||||||||||||0|3|Dépendance|852059|0|0|S||1581
5914P01|2015P01940|1115*1|||||000001|01/01/2001|Vente|1,00|105||RUE|6924|DE LA PLAINE|59000|LILLE|59|350||OW|138||||||||||||0|3|Dépendance|851987|0|0|S||1581
5914P01|2015P01941|1594D*1|||||000001|01/01/2001|Vente|1,00|33||RUE|0120|DENIS DU PEAGE|59520|MARQUETTE-LEZ-LILLE|59|386||A|3506||5||||||||||1|4|Local industriel. commercial ou assimilé|519392|543|0|||
5914P01|2015P01942|1594FQA*2|||||000001|01/01/2001|Vente en l'état futur d'achèvement|1,00|25||QUAI|6530|DE L OUEST|59000|LILLE|59|350||ER|451||101||||||||||1|2|Appartement|1201913|64|3|||
5914P01|2015P01942|1594FQA*2|||||000001|01/01/2001|Vente en l'état futur d'achèvement|1,00|25||QUAI|6530|DE L OUEST|59000|LILLE|59|350||ER|451||259||||||||||1|3|Dépendance|1202076|0|0|||
5914P01|2015P01942|1594FQA*2|||||000001|01/01/2001|Vente en l'état futur d'achèvement|1,00|25||QUAI|6530|DE L OUEST|59000|LILLE|59|350||ER|451||258||||||||||1|3|Dépendance|1202075|0|0|||
5914P01|2015P01944|1594D*1|||||000001|01/01/2001|Vente|1,00|9002||RUE|1195|ROGER VERGIN|59130|LAMBERSART|59|328||BD|212||631||||||||||1|3|Dépendance|292247|0|0|||
5914P01|2015P01944|1594D*1|||||000001|01/01/2001|Vente|1,00|25||RUE|1195|ROGER VERGIN|59130|LAMBERSART|59|328||BD|212||412||470||||||||2|2|Appartement|292009|77|3|||
5914P01|2015P01945|1594D*1|||||000001|01/01/2001|Vente|1,00|5||RUE|1252|CAMILLE DESMOULINS|59000|LILLE|59|350||IT|117||||||||||||0|1|Maison|365791|121|7|S||221
5914P01|2015P01946|1594FQA*2|||||000001|01/01/2001|Vente en l'état futur d'achèvement|1,00|||RUE|0720|PASTEUR|59350|SAINT-ANDRE|59|527||AP|277||1705||||||||||1||||||||
5914P01|2015P01946|1594FQA*2|||||000001|01/01/2001|Vente en l'état futur d'achèvement|1,00|||RUE|0720|PASTEUR|59350|SAINT-ANDRE|59|527||AP|277||1720||||||||||1||||||||
5914P01|2015P01951|1594D*1|||||000001|01/01/2001|Vente|1,00|34||RUE|0950|DES MARTYRS DE LA RESISTAN|59130|LAMBERSART|59|328||AV|295||||||||||||0|1|Maison|286926|86|3|S||93
5914P01|2015P01953|1594D*1|||||000001|01/01/2001|Vente|1,00|36||RUE|5279|DE LA LOUVIERE|59800|LILLE|59|350||BE|242||||||||||||0|1|Maison|316232|127|7|S||198
5914P01|2015P01954|1115*1|1594D*1||||000001|01/01/2001|Vente|1,00|225||AV|0600|DE L HIPPODROME|59130|LAMBERSART|59|328||AV|796||||||||||||0|4|Local industriel. commercial ou assimilé|287569|2115|0|S||429
5914P01|2015P01954|1115*1|1594D*1||||000001|01/01/2001|Vente|1,00|223||AV|0600|DE L HIPPODROME|59130|LAMBERSART|59|328||AV|797||||||||||||0||||||S||1780
5914P01|2015P01955|1594FQA*2|||||000001|01/01/2001|Vente en l'état futur d'achèvement|1,00|47||RUE|3534|FOURIER|59000|LILLE|59|350||EO|400||232||||||||||1||||||||
5914P01|2015P01955|1594FQA*2|||||000001|01/01/2001|Vente en l'état futur d'achèvement|1,00|47||RUE|3534|FOURIER|59000|LILLE|59|350||EO|400||469||||||||||1||||||||
5914P01|2015P01956|1594FQA*2|||||000001|01/01/2001|Vente en l'état futur d'achèvement|1,00|||||||LILLE|59|350||BP|276||1067||||||||||1||||||||
5914P01|2015P01957|1594FQA*2|||||000001|01/01/2001|Vente en l'état futur d'achèvement|1,00|||AV|0269|DU FERRAIN|59118|WAMBRECHIES|59|636||D|2383||405||||||||||1|3|Dépendance|1202746|0|0|||
5914P01|2015P01957|1594FQA*2|||||000001|01/01/2001|Vente en l'état futur d'achèvement|1,00|||AV|0269|DU FERRAIN|59118|WAMBRECHIES|59|636||D|2383||216||||||||||1|2|Appartement|1202745|45|2|||
5914P01|2015P01958|1594FQA*2|||||000001|01/01/2001|Vente en l'état futur d'achèvement|1,00|||||||LILLE|59|350||BP|276||1088||||||||||1||||||||
5914P01|2015P01959|1115*1|1594D*1||||000001|01/01/2001|Vente|1,00|221||AV|0600|DE L HIPPODROME|59130|LAMBERSART|59|328||AV|798||||||||||||0|4|Local industriel. commercial ou assimilé|1188586|0|0|S||611
5914P01|2015P01959|1115*1|1594D*1||||000001|01/01/2001|Vente|1,00|221||AV|0600|DE L HIPPODROME|59130|LAMBERSART|59|328||AV|798||||||||||||0|4|Local industriel. commercial ou assimilé|1188586|0|0|AG||723
5914P01|2015P01961|1594D*1|||||000001|01/01/2001|Vente|1,00|83||RUE|7774|SAINT GABRIEL|59800|LILLE|59|350||AL|51||16||||||||||1|2|Appartement|987629|39|2|||
5914P01|2015P01962|1594FQA*2|||||000001|01/01/2001|Vente en l'état futur d'achèvement|1,00||||B013|LES PERISEAUX|59155|FACHES THUMESNIL|59|220||B|4257||116||||||||||1|3|Dépendance|1217143|0|0|||
5914P01|2015P01962|1594FQA*2|||||000001|01/01/2001|Vente en l'état futur d'achèvement|1,00||||B013|LES PERISEAUX|59155|FACHES THUMESNIL|59|220||B|4257||125||||||||||1|2|Appartement|1217142|46|2|||
5914P01|2015P01963|1594D*1|||||000001|01/01/2001|Vente|1,00|127||RUE|5665|DU LONG POT|59800|LILLE|59|350||XC|233||25||||||||||1|2|Appartement|1121181|25|2|||
5914P01|2015P01963|1594D*1|||||000001|01/01/2001|Vente|1,00|127||RUE|5665|DU LONG POT|59800|LILLE|59|350||XC|233||31||||||||||1|3|Dépendance|1119330|0|0|||
5914P01|2015P01964|1594D*1|||||000001|01/01/2001|Vente|1,00|37||AV|0341|ARCHITECTE CORDONNIER|59800|LILLE|59|350||KO|70||112||||||||||1|3|Dépendance|371140|0|0|||
5914P01|2015P01964|1594D*1|||||000001|01/01/2001|Vente|1,00|37||AV|0341|ARCHITECTE CORDONNIER|59800|LILLE|59|350||KO|70||7||||||||||1|2|Appartement|371180|34|2|||
